"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"56022",,"interacts with","Gpi (interacts with) EnT","false","interacts with","Gpi (interacts with) EnT","Gpi","EnT","0.7346426"
"56019",,"interacts with","Gpi (interacts with) LPT","false","interacts with","Gpi (interacts with) LPT","Gpi","LPT","0.7988688"
"56016",,"interacts with","Gpi (interacts with) dLGC","false","interacts with","Gpi (interacts with) dLGC","Gpi","dLGC","0.8253245"
"56013",,"interacts with","Gpe (interacts with) PCT","false","interacts with","Gpe (interacts with) PCT","Gpe","PCT","0.8159951"
"56010",,"interacts with","Gpe (interacts with) VPMT","false","interacts with","Gpe (interacts with) VPMT","Gpe","VPMT","0.8935818"
"56007",,"interacts with","Gpe (interacts with) SubInn","false","interacts with","Gpe (interacts with) SubInn","Gpe","SubInn","0.9162504"
"56004",,"interacts with","MGCn (interacts with) LPO","false","interacts with","MGCn (interacts with) LPO","MGCn","LPO","0.7559008"
"56001",,"interacts with","OT (interacts with) AHN","false","interacts with","OT (interacts with) AHN","OT","AHN","0.8008136"
"55998",,"interacts with","OT (interacts with) DBn","false","interacts with","OT (interacts with) DBn","OT","DBn","0.7623697"
"55995",,"interacts with","FStr (interacts with) PCT","false","interacts with","FStr (interacts with) PCT","FStr","PCT","0.9305934"
"55992",,"interacts with","NACC.CORE (interacts with) PAG","false","interacts with","NACC.CORE (interacts with) PAG","NACC.CORE","PAG","0.9799631"
"55989",,"interacts with","NACC.CORE (interacts with) RT","false","interacts with","NACC.CORE (interacts with) RT","NACC.CORE","RT","0.8910599"
"55986",,"interacts with","NACC.CORE (interacts with) PT","false","interacts with","NACC.CORE (interacts with) PT","NACC.CORE","PT","0.8666632"
"55983",,"interacts with","NACC.CORE (interacts with) TnS","false","interacts with","NACC.CORE (interacts with) TnS","NACC.CORE","TnS","0.7930353"
"55980",,"interacts with","NACC.SHELL (interacts with) LHA","false","interacts with","NACC.SHELL (interacts with) LHA","NACC.SHELL","LHA","0.8462616"
"55977",,"interacts with","DMS (interacts with) cSN","false","interacts with","DMS (interacts with) cSN","DMS","cSN","0.8034734"
"55974",,"interacts with","DMS (interacts with) reSN","false","interacts with","DMS (interacts with) reSN","DMS","reSN","0.8764497"
"55971",,"interacts with","DLS (interacts with) STN","false","interacts with","DLS (interacts with) STN","DLS","STN","0.8202606"
