"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"8263",,"interacts with","PAA (interacts with) CCA","false","interacts with","PAA (interacts with) CCA","PAA","CCA","0.8078758"
"8266",,"interacts with","PAA (interacts with) MAn","false","interacts with","PAA (interacts with) MAn","PAA","MAn","0.8742179"
"8269",,"interacts with","PAA (interacts with) Gpe","false","interacts with","PAA (interacts with) Gpe","PAA","Gpe","0.7436159"
"8272",,"interacts with","PAA (interacts with) VALCT","false","interacts with","PAA (interacts with) VALCT","PAA","VALCT","0.8793916"
"8275",,"interacts with","PAA (interacts with) VPLT","false","interacts with","PAA (interacts with) VPLT","PAA","VPLT","0.8499611"
"8278",,"interacts with","PAA (interacts with) PCT","false","interacts with","PAA (interacts with) PCT","PAA","PCT","0.7862168"
"8281",,"interacts with","PAA (interacts with) SMT","false","interacts with","PAA (interacts with) SMT","PAA","SMT","0.8539905"
"8284",,"interacts with","PAA (interacts with) Rh","false","interacts with","PAA (interacts with) Rh","PAA","Rh","0.9505351"
"8287",,"interacts with","PAA (interacts with) SCO","false","interacts with","PAA (interacts with) SCO","PAA","SCO","-0.832757"
"8290",,"interacts with","FC (interacts with) IG","false","interacts with","FC (interacts with) IG","FC","IG","-0.7740451"
"8293",,"interacts with","FC (interacts with) BMe","false","interacts with","FC (interacts with) BMe","FC","BMe","-0.772568"
"8296",,"interacts with","FC (interacts with) aAA","false","interacts with","FC (interacts with) aAA","FC","aAA","0.7583093"
"8299",,"interacts with","FC (interacts with) IAn","false","interacts with","FC (interacts with) IAn","FC","IAn","-0.7647605"
"8302",,"interacts with","FC (interacts with) NACC.SHELL","false","interacts with","FC (interacts with) NACC.SHELL","FC","NACC.SHELL","-0.7311266"
"8305",,"interacts with","FC (interacts with) NACC.CORE","false","interacts with","FC (interacts with) NACC.CORE","FC","NACC.CORE","-0.7726475"
"8308",,"interacts with","FC (interacts with) MGCn","false","interacts with","FC (interacts with) MGCn","FC","MGCn","0.8806383"
"8311",,"interacts with","FC (interacts with) SubInn","false","interacts with","FC (interacts with) SubInn","FC","SubInn","0.7759364"
